Field,Degree Level,Name of Degree,University name,Annual Fee,Duration,Intakes,General Entry Requirements and Documents,Language of teaching,Scholarships available
,Undergraduate,Bachelor of Arts in Mass Communications (English),Abu Dhabi University,AED 46515,4yrs,Aug/Oct/Feb/June,Online Application,English-Arabic,"merit based scholarships of 15% to 45% for UG Programs

for PG we offer 15% to 25% scholarship based on student's Bachelors degree GPA

If student has min 3.5 GPA out of 4.0 in bachelors degree the. They get 25% scholarship. And if their GPA is below 3.5 then they get 15% scholarship

Min. Admissions requirement is 2.5 out of 4.0 GPA"
,Undergraduate,Bachelor of Science in Environmental Health and Safety,Abu Dhabi University,"AED 51,120",4yrs,Aug/Oct/Feb/June,Passport Copy,English-Arabic,
,Undergraduate,Bachelor of Science in Public Health,Abu Dhabi University,"AED 47,080",4yrs,Aug/Oct/Feb/June,Equivalency Letter,English-Arabic,
,Undergraduate,Bachelor of Science in Biomedical Sciences - Lab Medicine,Abu Dhabi University,"AED 61,115",,Aug/Oct/Feb/June,Passport-Sized Photo,English-Arabic,
,Undergraduate,Bachelor of Science In Human Nutrition & Dietetics,Abu Dhabi University,"AED 60,285",,Aug/Oct/Feb/June,High School Transcript,English-Arabic,
,Undergraduate,Bachelor of Science in molecular and Medical Genetics,Abu Dhabi University,"AED 61,115",,Aug/Oct/Feb/June,"Language Proficiency: For programs taught in English
An official score report of Academic IELTS band (5.0), English EmSat (1100), TOEFL IBT (61), or CBT 173 or ITP 500 (ITP taken at AmidEast Institute only), Cambridge (154-161), IESOL/SESOL (B1/B2), Pearson PTE (36-41).

For programs taught in Arabic
An official score report of Academic IELTS band (4.5), English EmSat (950), TOEFL IBT (51), or CBT (133) or ITP (450) (ITP taken at AmidEast Institute only), Cambridge (147-153), IESOL/SESOL (A2/B1), Pearson PTE (31-35), ADU Preparatory Course.",English-Arabic,
Bachelor of Buss Admin,Undergraduate,Finance,Abu Dhabi University,"AED 49,745",4yrs,Aug/Oct/Feb/June,Transcripts And Course Syllabi,English-Arabic,
Bachelor of Buss Admin,Undergraduate,Accounting,Abu Dhabi University,"AED 49,745",4yrs,Aug/Oct/Feb/June,Certificate of Good Conduct,English-Arabic,
Bachelor of Buss Admin,Undergraduate,Human Resource Management,Abu Dhabi University,"AED 49,745",4yrs,Aug/Oct/Feb/June,,English-Arabic,
Bachelor of Buss Admin,Undergraduate,Management,Abu Dhabi University,"AED 49,745",4yrs,Aug/Oct/Feb/June,,English-Arabic,
Bachelor of Buss Admin,Undergraduate,Digital  Marketing  Communications,Abu Dhabi University,"AED 49,745",4yrs,Aug/Oct/Feb/June,,English-Arabic,
Bachelor of Buss Admin,Undergraduate,Entrepreneurship and Innovation,Abu Dhabi University,"AED 49,745",4yrs,Aug/Oct/Feb/June,,English-Arabic,
Bachelor of Buss Admin,Undergraduate,Bachelor of Architecture,Abu Dhabi University,"AED 58,930",5yrs,Aug/Oct/Feb/June,,English-Arabic,
Bachelor of Buss Admin,Undergraduate,Bachelor of Science in Chemical Engineering,Abu Dhabi University,"AED 61,635",4yrs,Aug/Oct/Feb/June,,English-Arabic,
Bachelor of Buss Admin,Undergraduate,Bachelor of Science in Civil Engineering,Abu Dhabi University,"AED 64,470",4yrs,Aug/Oct/Feb/June,,English-Arabic,
Bachelor of Buss Admin,Undergraduate,Bachelor of Science in Computer Engineering concentration in AI,Abu Dhabi University,"AED 62,895",4yrs,Aug/Oct/Feb/June,,English-Arabic,
Bachelor of Buss Admin,Undergraduate,Bachelor of Science in Aviation,Abu Dhabi University,"AED 53,500",4yrs,Aug/Oct/Feb/June,,English-Arabic,
Bachelor of Buss Admin,Undergraduate,Bachelor of Science in Information Technology,Abu Dhabi University,"AED 57,810",4yrs,Aug/Oct/Feb/June,,English-Arabic,
Bachelor of Buss Admin,Undergraduate,BSc Information Technology- CyberSecurity Concentration,Abu Dhabi University,"AED 57,810",4yrs,Aug/Oct/Feb/June,,English-Arabic,
Bachelor of Buss Admin,Undergraduate,BSc Information Technology-  Game Development Conctra...,Abu Dhabi University,"AED 57,810",4yrs,Aug/Oct/Feb/June,,English-Arabic,
Bachelor of Buss Admin,Undergraduate,Bachelor of Science in Interior Design,Abu Dhabi University,"AED 59,500",4yrs,Aug/Oct/Feb/June,,English-Arabic,
Bachelor of Buss Admin,Undergraduate,Bachelor of Science in Mechanical Engineering,Abu Dhabi University,"AED 62,580",4yrs,Aug/Oct/Feb/June,,English-Arabic,
Bachelor of Buss Admin,Undergraduate,Bsc Mechanical Engineering-  Industrial Mechatronics,Abu Dhabi University,"AED 62,580",4yrs,Aug/Oct/Feb/June,,English-Arabic,
Bachelor of Buss Admin,Undergraduate,BSc Mechanical Engineering- Metallurgy,Abu Dhabi University,"AED  62,580",4yrs,Aug/Oct/Feb/June,,English-Arabic,
Bachelor of Buss Admin,Undergraduate,Bachelor of Science  Electrical Engineering,Abu Dhabi University,"AED 62,580",4yrs,Aug/Oct/Feb/June,,English-Arabic,
Bachelor of Buss Admin,Undergraduate,BSc Electrical Engineering- Robotics and Automation,Abu Dhabi University,"AED 62,580",4yrs,Aug/Oct/Feb/June,,English-Arabic,
Bachelor of Buss Admin,Undergraduate,BSc in Biomedical Engineering,Abu Dhabi University,"AED 61,900",4yrs,Aug/Oct/Feb/June,,English-Arabic,
Bachelor of Buss Admin,Undergraduate,BSc in Cybersecurity engineering,Abu Dhabi University,"AED 60,480",4yrs,Aug/Oct/Feb/June,,English-Arabic,
Bachelor of Buss Admin,Undergraduate,Bsc in Industrial Engineering,Abu Dhabi University,"AED 64,240",4yrs,Aug/Oct/Feb/June,,English-Arabic,
Bachelor of Buss Admin,Undergraduate,Bsc Software Engineering,Abu Dhabi University,"AED 60,200",4yrs,Aug/Oct/Feb/June,,English-Arabic,
Bachelor of Buss Admin,Undergraduate,Bsc Software Engineering - Big Data Analytics,Abu Dhabi University,"AED 60,200",4yrs,Aug/Oct/Feb/June,,English-Arabic,
Bachelor of Buss Admin,Undergraduate,Bsc Software Engineering- Web and Mobile App development,Abu Dhabi University,"AED 60,200",4yrs,Aug/Oct/Feb/June,,English-Arabic,
Bachelor of Buss Admin,Postgraduate,Master of Education in Educational Leadership,Abu Dhabi University,"AED 48,510",2yrs,Aug/Oct/Feb/June,,English-Arabic,
Bachelor of Buss Admin,Postgraduate,Master of Special Education,Abu Dhabi University,"AED 48,510",2yrs,Aug/Oct/Feb/June,,English-Arabic,
MBA,Postgraduate,General Management,Abu Dhabi University,"AED 88,200",1yr,Aug/Oct/Feb/June,,English-Arabic,
MBA,Postgraduate,Aviation Management,Abu Dhabi University,"AED 97,020",1yr,Aug/Oct/Feb/June,,English-Arabic,
MBA,Postgraduate,Logistics & Supply Chain Management,Abu Dhabi University,"AED 97,020",1yr,Aug/Oct/Feb/June,,English-Arabic,
MBA,Postgraduate,Project Management,Abu Dhabi University,"AED 97,020",1yr,Aug/Oct/Feb/June,,English-Arabic,
MBA,Postgraduate,Finance,Abu Dhabi University,"AED 97,020",1yr,Aug/Oct/Feb/June,,English-Arabic,
MBA,Postgraduate,Human Resource Management,Abu Dhabi University,"AED 93,720",1yr,Aug/Oct/Feb/June,,English-Arabic,
MBA,Postgraduate,Tourism & Event Management,Abu Dhabi University,"AED 97,020",1yr,Aug/Oct/Feb/June,,English-Arabic,
MBA,,Master of Strategic Leadership,Abu Dhabi University,"AED 55,005",2yrs,Aug/Oct/Feb/June,,English-Arabic,
MBA,,Doctor of Business Administration,Abu Dhabi University,"AED 76,720",2yrs,Aug/Oct/Feb/June,,English-Arabic,
MBA,,Master of Engineering Management,Abu Dhabi University,"AED 44,100",2yrs,Aug/Oct/Feb/June,,English-Arabic,
MBA,,Master of Project Management,Abu Dhabi University,"AED 44,100",2yrs,Aug/Oct/Feb/June,,English-Arabic,
MBA,,Msc Information Technology,Abu Dhabi University,"AED 42,525",2yrs,Aug/Oct/Feb/June,,English-Arabic,
MBA,,Msc Electrical  & Computer Engineering,Abu Dhabi University,"AED 46,525",2yrs,Aug/Oct/Feb/June,,English-Arabic,
MBA,,MSc Mechanical Engineering,Abu Dhabi University,"AED 42,525",2yrs,Aug/Oct/Feb/June,,English-Arabic,
MBA,,Msc Civil Engineering,Abu Dhabi University,"AED 42,525",2yrs,Aug/Oct/Feb/June,,English-Arabic,
Business management,Undergraduate,BSc Business Management Studies,University of Europe for Applied Sciences,AED. 152460,3yrs,Sep/Mar,"For UG: COMPLETED APPLICATION FORM 
HIGH SCHOOL/ BACHELOR DIPLOMA AND TRANSCRIPT Or equivalent occupational diploma officially 
translated to English or German 
LANGUAGE PROFICIENCY 
English language certificate 
– IELTS 5.5 overall 
– TOEFL iBT60 
– TOEFL ITP (paper based) 498
– Pearson Test of English (Academic) 56
– Pearson Test of English (General) Level 1 
– Cambridge English Advanced and Proficiency 162 overall 
– Cambridge Exam First  B2 CEFR = First (FCE), 160
– TOEIC Listening 400, Reading 385, Speaking 160, Writing 150 
– PASSWORD 5.5 Overall (no less than 5.0 in each component) 
– EF SET (50-minute Test) 51 (only for students applying with a MOI letter) 
– Duolingo 100
CURRICULUM VITAE (CV) (Dated & Signed)
COPY OF PASSPORT (SCANNED) 
MOTIVATION LETTER (MIN 500 WORDS) 
ADMISSION TEST",English,
Business management,,Bsc Digital Business & Data  Science,University of Europe for Applied Sciences,AED. 152460,3yrs,Sep/Mar,,English,
Business management,Postgraduate,Msc Software Engineering,University of Europe for Applied Sciences,"AED 91,875",2yrs,Sep/Mar,"For PG: COMPLETED APPLICATION FORM 
HIGH SCHOOL/ BACHELOR DIPLOMA AND TRANSCRIPT
Undergraduate degree (Bachelor’s, MBA, or Master) officially translated to English or German.

*at least one year of work experience for MBA applicants
LANGUAGE PROFICIENCY 
English language certificate 
– IELTS 6.0 overall / B2 Level 
– TOEFL iBT 72 
– TOEFL ITP (paper based) 543 
– Pearson Test of English (Academic) 59 
– Pearson Test of English (General) Level 1 
– Cambridge English Advanced and Proficiency 169 overall 
– Cambridge Exam First (FCE) B2 CEFR = First (FCE), 160
– TOEIC Listening 400, Reading 385, Speaking 160, Writing 150 
– PASSWORD 6.0
– EF SET (50-minute Test) 60 (only for students applying with a MOI letter) 
– Duolingo 105
CURRICULUM VITAE (CV) (Dated & Signed)
– Professional experience: at least 1 year after the first qualifying university degree
COPY OF PASSPORT (SCANNED) 
MOTIVATION LETTER (MIN 500 WORDS)",English,
Business management,,Msc Data Science,University of Europe for Applied Sciences,"AED 91,875",2yrs,Sep/Mar,,English,
Business management,,MA Visual Experience Design,University of Europe for Applied Sciences,"AED 91,875",2yrs,Sep/Mar,,English,
Business management,,MBA,University of Europe for Applied Sciences,"AED 50,000",1yrs,Sep/Mar,,English,
Business management,,MBA with specializations,University of Europe for Applied Sciences,"AED 77,700",1.5yrs,Sep/Mar,,English,
Business management,,MA innovation Design Management,University of Europe for Applied Sciences,"AED 91,875",2yrs,Sep/Mar,,English,
Business management,,MBA  Shipping & Logistics,University of Europe for Applied Sciences,"AED 54,181",1yrs,Sep/Mar,,English,
Business management,,MBA Diplomacy,University of Europe for Applied Sciences,"AED 54,181",1yrs,Sep/Mar,,English,
Business management,,MBA Financial Management,University of Europe for Applied Sciences,"AED 54,181",1yrs,Sep/Mar,,English,
Business management,,MBA investment Banking,University of Europe for Applied Sciences,"51,800 AED (first year)",1yrs,Sep/Mar,,English,
Business management,,MBA Project Management,University of Europe for Applied Sciences,"AED 54,181",1yrs,Sep/Mar,,English,
Business management,,MBA International Business,University of Europe for Applied Sciences,"AED 54,181",1yrs,Sep/Mar,,English,
